sa_2022_code,d_nursing_km,d_homecare_km,d_fci_km,d_nearest_km,support_nearby,nearest_type,nearest_loc,pr_distance,isolation,vulnerability,service_desert
047149002,2.7,18.02,40.02,18.02,2,homecare,address,77.0,41.69,51.5,39.66
047150001,8.4,10.45,17.56,10.45,15,homecare,town,58.63,39.09,20.95,12.28
047150002,9.35,8.74,18.72,8.74,14,homecare,town,54.68,45.54,40.56,22.18
047151001,0.88,25.06,30.7,25.06,0,homecare,address,87.82,89.4,85.19,74.81
047151002,1.06,24.9,30.79,24.9,1,homecare,address,87.62,82.38,73.34,64.26
047151003/01,0.95,24.33,30.26,24.33,1,homecare,address,86.9,65.89,63.92,55.55
047151003/02,1.51,23.7,30.09,23.7,1,homecare,address,85.92,47.54,43.68,37.53
047151004,1.74,23.6,28.29,23.6,1,homecare,address,85.76,55.76,54.7,46.91
047151005,1.53,23.83,28.44,23.83,1,homecare,address,86.1,65.84,64.92,55.9
047151006,1.34,24.0,28.61,24.0,1,homecare,address,86.35,58.93,34.62,29.89
047151007,1.49,23.61,28.68,23.61,1,homecare,address,85.79,61.23,65.47,56.17
047151008,1.04,23.97,29.09,23.97,1,homecare,address,86.3,55.67,50.82,43.86
047151009,0.7,24.27,29.36,24.27,1,homecare,address,86.83,87.15,76.33,66.28
047151010,0.79,24.31,29.16,24.31,1,homecare,address,86.88,76.57,76.54,66.5
047151011,1.05,24.18,28.88,24.18,1,homecare,address,86.7,73.36,46.18,40.04
047151012,0.89,24.53,28.98,24.53,1,homecare,address,87.13,68.09,46.93,40.89
047151013,1.41,25.01,31.15,25.01,0,homecare,address,87.78,62.09,37.12,32.58
047151014,0.74,25.49,30.57,25.49,0,homecare,address,88.31,86.35,57.29,50.59
047151015,1.44,24.83,28.54,24.83,1,homecare,address,87.53,75.94,76.4,66.87
047151016,1.8,26.73,30.74,26.73,0,homecare,address,89.91,55.11,64.74,58.21
047152001,0.37,24.78,30.1,24.78,1,homecare,address,87.43,79.74,74.29,64.95
047152002,0.6,24.53,29.3,24.53,1,homecare,address,87.12,84.33,84.26,73.41
047152003,0.4,24.76,29.47,24.76,1,homecare,address,87.42,86.48,70.49,61.62
047152004,0.48,24.59,29.42,24.59,1,homecare,address,87.25,90.2,75.27,65.67
047152005,0.7,24.59,30.26,24.59,1,homecare,address,87.25,84.51,69.14,60.32
047152006,0.89,24.62,30.47,24.62,1,homecare,address,87.29,85.13,75.69,66.07
047152007,0.37,25.09,30.25,25.09,0,homecare,address,87.86,70.75,76.24,66.98
047152008,0.6,25.21,30.48,25.21,0,homecare,address,88.03,71.5,42.05,37.02
047152009,0.14,24.8,29.83,24.8,1,homecare,address,87.47,82.06,46.45,40.63
047152010/047152013,0.33,25.16,29.77,25.16,0,homecare,address,87.95,84.3,58.29,51.27
047152011,0.22,25.15,30.03,25.15,0,homecare,address,87.94,86.07,48.0,42.21
047152012,0.41,24.53,29.6,24.53,1,homecare,address,87.14,84.61,52.92,46.11
047153001,9.53,14.0,18.83,14.0,12,homecare,address,67.46,35.7,24.2,16.33
047153002,7.77,16.73,17.32,16.73,12,homecare,address,74.01,38.7,31.33,23.19
047154001,3.7,34.06,56.33,34.06,0,homecare,address,95.6,48.55,35.78,34.21
047154002,4.18,33.4,56.19,33.4,0,homecare,address,95.3,74.47,59.67,56.87
047155001,7.75,33.01,53.15,33.01,0,homecare,address,95.17,68.15,55.08,52.42
047156001,7.68,20.71,31.99,20.71,3,homecare,town,81.83,44.96,47.62,38.97
047156002,10.49,23.59,34.5,23.59,3,homecare,town,85.74,63.51,51.88,44.48
047156003,7.92,21.03,31.93,21.03,3,homecare,town,82.29,41.9,38.09,31.34
047157001/047157002,11.93,55.49,84.02,55.49,0,homecare,town,99.32,76.36,75.22,74.71
047158001,5.52,23.57,35.31,23.57,1,homecare,address,85.69,46.1,47.99,41.12
047158002,4.15,24.01,33.82,24.01,1,homecare,address,86.39,59.09,52.96,45.75
047159001,5.48,17.92,32.36,17.92,1,homecare,address,76.79,41.81,54.98,42.22
047159002,5.27,20.18,33.9,20.18,1,homecare,address,80.95,61.89,63.91,51.74
047159003,4.06,20.21,32.87,20.21,1,homecare,address,81.01,75.33,78.22,63.37
047159004,4.65,20.06,33.3,20.06,1,homecare,address,80.74,41.12,33.99,27.44
047159005,4.86,20.24,33.59,20.24,1,homecare,address,81.07,69.77,57.23,46.4
047160001,7.15,47.63,67.58,47.63,0,homecare,address,98.58,59.91,56.66,55.86
047160002,5.93,47.87,70.09,47.87,0,homecare,town,98.6,54.87,60.33,59.49
047160003,8.2,45.74,69.72,45.74,0,homecare,town,98.39,64.42,49.84,49.04
047160004/047160006,10.09,43.26,71.46,43.26,0,homecare,town,98.08,60.77,56.4,55.32
047160005,6.32,46.78,72.51,46.78,0,homecare,town,98.5,76.74,58.85,57.97
047161001,4.67,30.77,55.1,30.77,0,homecare,town,93.67,59.3,42.32,39.64
047161002,1.96,29.1,53.31,29.1,0,homecare,address,92.35,46.92,33.43,30.87
047162001,14.13,13.46,18.42,13.46,12,homecare,address,65.89,36.78,24.21,15.95
047162002,13.29,16.81,16.81,16.81,12,homecare,town,74.21,45.54,29.54,21.92
047163001/047163004,14.15,67.75,98.03,67.75,0,homecare,town,99.94,50.72,52.81,52.78
047163002,12.22,68.42,96.45,68.42,0,homecare,town,99.94,58.55,49.3,49.27
047163003,12.07,70.12,96.65,70.12,0,homecare,town,99.98,86.4,79.0,78.98
047164001,7.33,12.3,34.38,12.3,1,homecare,address,62.63,44.42,54.68,34.25
047165001,6.25,43.23,65.13,43.23,0,homecare,address,98.07,57.84,63.71,62.48
047165002,4.84,46.2,68.24,46.2,0,homecare,address,98.44,61.14,54.12,53.28
047166001,7.68,33.72,34.5,33.72,0,homecare,town,95.46,53.23,60.34,57.6
047167001,14.68,37.52,50.21,37.52,0,homecare,address,96.6,60.03,46.93,45.33
047167002,17.42,40.44,52.93,40.44,0,homecare,address,97.29,54.95,35.45,34.49
047168001,8.54,23.31,23.31,23.31,10,homecare,town,85.37,48.38,38.25,32.65
047168002,7.31,20.63,20.63,20.63,14,homecare,town,81.72,64.23,52.76,43.12
047168003,6.36,18.7,18.7,18.7,14,homecare,town,78.38,45.95,52.35,41.03
047169001,10.97,15.78,24.34,15.78,11,homecare,address,71.73,37.68,47.38,33.99
047169002,10.43,14.78,21.38,14.78,12,homecare,address,69.29,43.87,31.08,21.54
047169003,10.01,18.21,19.52,18.21,12,homecare,address,77.41,47.52,44.09,34.13
047169004,8.39,17.84,17.94,17.84,12,homecare,address,76.7,43.45,40.78,31.28
047170001,4.12,16.09,41.67,16.09,1,homecare,address,72.54,38.31,62.48,45.32
047170002,2.61,17.38,42.2,17.38,1,homecare,address,75.63,48.55,65.6,49.61
047170003,1.73,18.29,42.76,18.29,1,homecare,address,77.59,61.03,61.9,48.03
047170004,1.83,18.35,42.56,18.35,1,homecare,address,77.72,78.0,65.06,50.56
047170005,1.62,18.37,42.99,18.37,1,homecare,address,77.75,51.06,40.4,31.41
047171001,7.93,14.28,16.93,14.28,12,homecare,address,68.14,37.71,44.34,30.21
047171002,5.22,13.9,13.88,13.88,12,fci,address,67.05,36.59,39.42,26.43
047171003,3.12,11.93,11.89,11.89,12,fci,address,61.62,36.66,44.54,27.45
047172001,8.94,16.4,32.33,16.4,1,homecare,address,73.2,51.37,43.16,31.59
047173001/01,3.8,16.89,28.1,16.89,3,homecare,town,74.39,40.61,32.45,24.14
047173001/02,6.35,19.14,29.21,19.14,3,homecare,town,79.22,44.56,22.0,17.43
047173002/01,6.67,19.51,29.6,19.51,3,homecare,town,79.82,60.83,35.84,28.61
047173002/02,6.79,19.58,29.57,19.58,3,homecare,town,79.93,40.72,39.46,31.54
047173003,6.85,19.84,30.18,19.84,3,homecare,town,80.37,56.59,43.36,34.85
047173004,9.33,22.17,31.98,22.17,3,homecare,town,83.79,57.12,49.6,41.56
047173005,6.99,19.39,28.92,19.39,3,homecare,town,79.59,68.16,45.32,36.07
047173006,7.12,19.48,28.96,19.48,3,homecare,town,79.77,60.58,41.59,33.18
047173007,7.32,19.58,28.92,19.58,3,homecare,town,79.92,65.38,30.97,24.75
047173008,7.57,19.85,29.18,19.85,3,homecare,town,80.38,45.82,37.05,29.78
047173009,7.34,19.68,29.09,19.68,3,homecare,town,80.07,74.17,41.32,33.08
047174001,6.02,15.36,43.18,15.36,2,homecare,address,70.74,50.92,45.78,32.38
047175001,4.8,10.6,23.53,10.6,14,homecare,town,59.01,45.91,41.47,24.47
047175002,7.63,10.01,23.5,10.01,14,homecare,town,57.68,31.45,39.35,22.7
047176001,6.1,24.75,38.89,24.75,1,homecare,address,87.41,57.7,58.67,51.28
047176002,10.02,28.62,43.78,28.62,0,homecare,address,91.85,67.91,45.41,41.71
047176003,11.69,29.06,45.0,29.06,0,homecare,address,92.32,70.66,61.45,56.73
047177001,6.59,6.39,19.16,6.39,15,homecare,address,48.67,30.64,39.5,19.22
047177002,1.41,1.24,23.27,1.24,12,homecare,address,13.77,15.38,28.77,3.96
047177003,7.59,7.44,17.45,7.44,15,homecare,address,51.83,43.88,42.92,22.25
047177004,4.82,4.68,19.86,4.68,12,homecare,address,42.25,24.6,28.45,12.02
047177005,6.22,6.05,18.9,6.05,12,homecare,address,47.59,31.24,35.83,17.05
047177006,6.16,6.0,18.79,6.0,12,homecare,address,47.42,33.41,26.62,12.62
047177007,5.95,5.79,18.97,5.79,12,homecare,address,46.65,27.29,16.55,7.72
047177008,5.64,5.49,19.25,5.49,12,homecare,address,45.51,37.41,42.57,19.37
047178001,0.69,5.73,6.46,5.73,15,homecare,town,46.45,27.36,48.33,22.45
047178002,0.67,1.51,2.94,1.51,15,homecare,town,18.12,34.17,41.66,7.55
047178003,1.01,1.49,3.22,1.49,15,homecare,town,17.85,32.66,47.2,8.43
047178004,1.24,1.81,3.54,1.81,15,homecare,town,22.52,16.52,28.7,6.46
047178005,0.84,2.06,3.22,2.06,15,homecare,town,25.69,48.59,34.09,8.76
047178006,3.18,4.94,6.91,4.94,15,homecare,town,43.36,31.64,37.5,16.26
047178007,1.91,5.39,6.7,5.39,15,homecare,town,45.22,23.36,26.01,11.76
047178008,2.7,3.74,5.05,3.74,15,homecare,town,38.18,30.72,41.22,15.74
047178009,1.11,2.1,3.49,2.1,15,homecare,town,26.2,47.53,22.06,5.78
047178010,1.37,2.69,3.69,2.69,15,homecare,town,31.96,40.44,16.7,5.34
047178011,1.29,2.26,3.67,2.26,15,homecare,town,27.96,24.39,16.54,4.62
047178012,2.19,2.56,4.5,2.56,15,homecare,town,30.86,18.3,31.48,9.71
047178013,0.96,1.8,3.3,1.8,15,homecare,town,22.3,35.15,33.03,7.37
047178014,0.98,1.63,3.26,1.63,15,homecare,town,20.08,41.13,42.11,8.46
047178015,0.57,1.83,2.95,1.83,15,homecare,town,22.84,44.62,25.39,5.8
047178016,0.64,1.72,2.99,1.72,15,homecare,town,21.26,41.26,34.65,7.37
047178017,1.26,2.57,3.6,2.57,15,homecare,town,30.9,31.1,15.5,4.79
047178018,1.57,2.78,3.91,2.78,15,homecare,town,32.64,35.7,16.42,5.36
047178019,2.8,4.4,5.97,4.4,15,homecare,town,41.18,25.54,38.4,15.81
047178020,0.85,1.84,3.21,1.84,15,homecare,town,22.97,38.8,25.57,5.87
047178021,0.79,1.63,3.1,1.63,15,homecare,town,20.04,33.2,42.06,8.43
047179001,0.68,20.62,44.82,20.62,1,homecare,address,81.71,56.81,69.27,56.6
047179002,1.55,19.28,43.07,19.28,1,homecare,address,79.41,69.41,63.76,50.63
047179003,0.51,19.49,44.01,19.49,1,homecare,address,79.78,59.78,69.41,55.38
047179004,1.46,18.96,42.97,18.96,1,homecare,address,78.85,81.27,67.77,53.44
047179005,1.83,18.95,42.72,18.95,1,homecare,address,78.8,82.25,75.33,59.36
047179006,1.05,18.94,43.43,18.94,1,homecare,address,78.79,67.47,60.86,47.95
047179007,1.85,18.54,42.55,18.54,1,homecare,address,78.09,80.45,67.26,52.52
047179008,1.04,19.03,43.35,19.03,1,homecare,address,78.98,69.18,47.78,37.74
047179009,0.94,19.1,43.47,19.1,1,homecare,address,79.15,58.25,43.4,34.35
047180001,4.4,28.9,45.9,28.9,0,homecare,address,92.13,64.58,61.45,56.61
047180002,5.98,26.09,43.93,26.09,0,homecare,address,89.16,65.99,61.83,55.13
047181001,10.64,38.68,58.5,38.68,0,homecare,address,96.86,65.69,58.92,57.07
047181002,8.52,45.01,64.95,45.01,0,homecare,address,98.28,67.44,64.9,63.78
047182001,9.55,24.58,30.71,24.58,1,homecare,address,87.24,51.41,45.02,39.28
047182002,7.42,26.98,31.99,26.98,0,homecare,address,90.17,60.62,40.27,36.31
047182003,6.94,23.7,27.81,23.7,1,homecare,address,85.9,56.06,39.02,33.52
047183001,9.74,11.86,17.52,11.86,12,homecare,address,61.55,40.23,26.02,16.02
047183002,9.94,10.04,19.34,10.04,12,homecare,address,57.73,30.74,20.34,11.74
047183003,10.19,11.97,18.01,11.97,12,homecare,address,61.78,34.42,29.87,18.45
047183004,10.34,12.15,18.2,12.15,12,homecare,address,62.22,31.86,37.38,23.26
047184001,6.53,17.53,44.68,17.53,1,homecare,address,75.97,44.87,44.33,33.68
047185001,7.99,7.81,28.05,7.81,1,homecare,address,52.71,42.12,39.45,20.79
047185002,8.72,8.54,28.7,8.54,1,homecare,address,54.28,56.85,53.75,29.18
047186001,7.19,7.42,29.83,7.42,1,homecare,address,51.78,41.37,47.48,24.59
047186002,4.32,4.56,27.43,4.56,1,homecare,address,41.69,26.34,52.16,21.75
047186003,1.01,1.25,25.17,1.25,2,homecare,address,13.94,30.94,48.81,6.8
047186004,0.72,0.65,23.81,0.65,12,homecare,address,4.85,26.02,20.86,1.01
047186005,2.14,2.24,23.08,2.24,12,homecare,address,27.68,26.02,39.51,10.94
047186006/01,4.17,4.41,25.86,4.41,2,homecare,address,41.26,28.73,49.47,20.41
047186006/02,1.44,1.68,24.95,1.68,3,homecare,address,20.69,14.35,14.73,3.05
047186007,0.91,1.02,23.88,1.02,12,homecare,address,10.05,19.73,23.06,2.32
047186008,1.01,1.1,23.74,1.1,12,homecare,address,11.34,30.42,43.78,4.96
047186009,0.9,0.93,23.69,0.93,12,homecare,address,8.66,35.6,34.92,3.02
047187002/047187003,9.28,45.63,78.13,45.63,0,homecare,town,98.36,71.05,76.69,75.43
047187004/047187008,10.08,43.34,75.72,43.34,0,homecare,town,98.11,74.25,56.62,55.55
047187005,10.79,40.92,74.47,40.92,0,homecare,town,97.44,53.13,57.39,55.92
047187006/047187001,12.63,41.53,79.54,41.53,0,homecare,town,97.61,69.72,69.76,68.09
047187007,10.05,43.12,74.64,43.12,0,homecare,town,98.06,76.08,67.7,66.39
047188001/047188002,9.08,44.81,103.94,44.81,0,homecare,town,98.26,55.79,54.62,53.67
047188003,10.45,41.76,99.5,41.76,0,homecare,town,97.67,65.64,55.13,53.85
047188004,9.71,42.51,97.35,42.51,0,homecare,town,97.89,71.53,64.86,63.49
047188005,6.47,45.64,99.68,45.64,0,homecare,town,98.37,69.12,74.74,73.52
047188006,5.41,47.87,103.49,47.87,0,homecare,town,98.61,59.8,68.37,67.42
047188007,5.86,48.25,104.55,48.25,0,homecare,town,98.66,73.4,66.78,65.89
047189001,10.48,49.8,72.98,49.8,0,homecare,address,98.86,56.56,56.89,56.24
047189002/047189003/047189004,10.2,51.12,74.53,51.12,0,homecare,address,98.94,55.6,58.2,57.58
047190001,6.88,24.95,24.95,24.95,9,homecare,town,87.69,45.39,53.61,47.01
047191001,6.66,24.05,37.92,24.05,1,homecare,address,86.44,64.31,77.7,67.16
047192001,9.53,28.37,34.05,28.37,0,homecare,county,91.5,49.88,54.66,50.01
047193001,13.21,18.1,25.68,18.1,1,homecare,address,77.18,51.82,43.53,33.6
047193002,14.22,19.99,23.78,19.99,12,homecare,address,80.61,46.38,39.52,31.86
047193003,11.48,19.23,20.89,19.23,12,homecare,address,79.34,54.6,35.17,27.9
047194001,8.25,12.94,27.08,12.94,1,homecare,address,64.34,41.28,50.62,32.57
047195001,11.74,18.06,18.06,18.06,12,homecare,town,77.08,41.01,46.22,35.63
047195002,8.27,18.78,21.55,18.78,12,homecare,address,78.53,41.24,43.95,34.51
047196001,0.84,19.9,39.45,19.9,1,homecare,address,80.46,68.44,44.85,36.09
047196002/01,1.18,19.02,38.67,19.02,1,homecare,address,78.96,69.8,48.84,38.56
047196002/02,0.91,19.07,38.92,19.07,1,homecare,address,79.08,68.32,57.92,45.8
047196003,2.73,20.36,42.06,20.36,2,homecare,address,81.29,41.4,35.41,28.78
047197001/047197003/047197005,10.61,32.03,56.4,32.03,0,homecare,address,94.7,68.14,69.51,65.83
047197002/047197004,8.78,33.12,57.41,33.12,0,homecare,address,95.22,75.75,72.1,68.65
047198001,6.55,25.64,42.17,25.64,0,homecare,address,88.49,55.49,54.48,48.21
047199001,3.21,21.61,45.96,21.61,1,homecare,address,83.09,55.25,41.7,34.65
047199002,2.12,19.94,44.36,19.94,1,homecare,address,80.52,41.01,57.71,46.47
047200001,3.7,54.57,105.98,54.57,0,homecare,town,99.24,71.89,64.36,63.87
047200002/047200006,3.66,48.62,99.93,48.62,0,homecare,town,98.71,71.16,49.01,48.38
047200003,0.77,51.51,101.7,51.51,0,homecare,town,98.98,84.09,63.31,62.66
047200004,1.41,51.53,103.27,51.53,0,homecare,town,98.98,65.33,47.71,47.22
047200005/047200011,1.03,51.68,101.36,51.68,0,homecare,town,99.01,81.72,61.11,60.51
047200008/047200007,0.56,52.63,102.81,52.63,0,homecare,town,99.09,89.53,79.24,78.52
047200009/047200010,0.15,52.18,102.54,52.18,0,homecare,town,99.04,92.2,68.94,68.28
047201001,4.02,18.53,26.1,18.53,1,homecare,address,78.08,39.79,42.49,33.18
047201002,1.81,19.45,29.62,19.45,1,homecare,address,79.7,49.55,58.41,46.55
047202001,9.36,24.3,32.85,24.3,3,homecare,town,86.86,59.62,35.72,31.03
047202002,8.73,24.8,33.49,24.8,3,homecare,town,87.46,58.24,52.02,45.5
047202003,9.1,24.42,33.12,24.42,3,homecare,town,86.99,70.6,53.07,46.17
047202004,9.17,25.64,33.25,25.64,0,homecare,town,88.45,44.98,48.93,43.28
047202005,8.92,24.7,33.29,24.7,3,homecare,town,87.34,75.8,63.8,55.72
047203001,12.18,13.83,13.83,13.83,15,homecare,town,66.91,36.02,47.76,31.96
047203002,7.7,10.26,10.26,10.26,15,homecare,town,58.25,36.76,43.14,25.13
047204001,4.92,42.1,65.45,42.1,0,homecare,address,97.76,53.01,46.66,45.61
047204002,3.96,40.86,63.68,40.86,0,homecare,address,97.42,64.61,60.15,58.6
047205001/047205003,7.57,28.79,39.56,28.79,0,homecare,town,92.01,48.43,53.94,49.63
047205002,7.9,25.62,35.59,25.62,0,homecare,town,88.43,54.22,49.05,43.37
047205004,8.7,26.03,36.65,26.03,0,homecare,town,89.06,67.12,59.3,52.81
047205005,9.18,26.27,37.14,26.27,0,homecare,town,89.34,59.76,59.6,53.25
047206001,5.47,7.71,35.07,7.71,1,homecare,address,52.48,41.28,58.27,30.58
047206002,7.29,8.34,36.93,8.34,1,homecare,address,53.86,52.77,57.87,31.17
047206003,6.41,8.41,35.97,8.41,1,homecare,address,53.97,29.98,37.76,20.38
047207001,8.52,9.19,33.29,9.19,1,homecare,address,55.8,35.03,47.05,26.25
047208001,7.4,10.03,34.45,10.03,1,homecare,address,57.71,47.3,55.3,31.91
047209001,13.3,38.46,59.3,38.46,0,homecare,address,96.79,56.34,51.17,49.53
047210001,4.45,15.25,17.88,15.25,15,homecare,town,70.47,36.77,43.19,30.44
047210002,4.06,15.19,17.82,15.19,15,homecare,town,70.31,43.1,36.92,25.96
047210003,3.85,14.99,17.62,14.99,15,homecare,town,69.82,50.74,35.77,24.97
047210004,4.01,15.09,17.71,15.09,15,homecare,town,70.06,49.43,22.08,15.47
047211001,7.37,13.12,37.25,13.12,1,homecare,address,64.84,41.4,45.21,29.31
047212001,4.74,13.2,37.63,13.2,1,homecare,address,65.12,56.42,45.4,29.56
047212002,4.44,13.32,37.49,13.32,1,homecare,address,65.47,37.83,41.73,27.32
047213001/047213003/047213004,14.67,60.64,117.03,60.64,0,homecare,town,99.64,85.47,76.79,76.51
047213002,8.73,58.05,110.9,58.05,0,homecare,town,99.57,78.72,68.71,68.41
047214001,3.01,25.72,37.68,25.72,0,homecare,address,88.6,51.18,42.63,37.77
047214002,5.44,27.71,40.4,27.71,0,homecare,address,90.92,66.62,53.24,48.41
047214003,3.62,28.44,39.14,28.44,0,homecare,address,91.59,58.09,50.59,46.34
047215001,6.09,9.31,14.51,9.31,15,homecare,town,56.16,31.07,26.38,14.82
047215002,5.35,7.79,14.36,7.79,15,homecare,town,52.67,32.34,34.44,18.14
047216001,4.26,26.68,39.42,26.68,0,homecare,address,89.85,53.73,43.63,39.2
047216002,7.21,23.59,37.6,23.59,1,homecare,address,85.73,54.6,57.93,49.66
047217001,8.14,13.05,30.12,13.05,1,homecare,address,64.65,35.07,51.76,33.46
047217002,6.5,11.4,28.48,11.4,1,homecare,address,60.68,43.22,40.55,24.61
047217003,1.69,6.75,29.72,6.75,1,homecare,address,49.79,27.81,54.13,26.95
047217004,4.99,10.07,32.28,10.07,1,homecare,address,57.8,51.84,52.76,30.5
047218001,5.21,26.95,35.01,26.95,0,homecare,address,90.13,62.01,63.74,57.45
047218002,4.89,27.62,34.77,27.62,0,homecare,address,90.84,46.17,38.84,35.28
047218003,4.58,27.15,34.45,27.15,0,homecare,address,90.32,72.16,49.49,44.7
047218004,4.81,27.74,34.67,27.74,0,homecare,address,90.94,46.22,29.53,26.85
047218005,4.54,27.71,34.4,27.71,0,homecare,address,90.92,68.4,43.56,39.6
047218006,6.01,28.9,37.88,28.9,0,homecare,address,92.11,56.06,58.36,53.76
047218007,4.68,28.06,34.49,28.06,0,homecare,address,91.18,61.72,62.67,57.14
047219001,16.22,37.74,60.76,37.74,0,homecare,town,96.65,80.81,66.84,64.6
047219002,15.45,38.57,60.34,38.57,0,homecare,town,96.81,68.97,46.2,44.73
047220001,8.44,18.22,39.55,18.22,1,homecare,address,77.48,47.18,50.54,39.16
047220002,10.0,18.66,38.38,18.66,1,homecare,address,78.31,52.7,53.09,41.57
047221001,3.59,14.78,17.39,14.78,15,homecare,town,69.3,36.96,28.01,19.41
047221002,2.62,12.31,19.65,12.31,15,homecare,address,62.65,38.08,42.79,26.81
047221003,3.55,11.08,22.07,11.08,15,homecare,address,59.98,33.05,35.99,21.59
047221004,1.86,15.57,23.43,15.57,15,homecare,address,71.26,43.73,48.41,34.5
047221005/047221006,3.14,15.26,24.79,15.26,6,homecare,address,70.47,45.52,37.52,26.44
047221007,1.33,15.7,20.85,15.7,15,homecare,address,71.58,36.54,31.89,22.83
047221008,1.96,16.6,21.61,16.6,15,homecare,address,73.66,42.16,39.69,29.24
047221009,1.18,15.79,21.44,15.79,15,homecare,address,71.77,54.08,52.67,37.8
047221010,2.5,16.46,19.88,16.46,15,homecare,address,73.29,41.74,54.47,39.92
047221011,2.49,17.16,21.99,17.16,15,homecare,address,75.07,38.28,31.52,23.66
047221012,3.93,18.6,22.76,18.6,15,homecare,address,78.22,42.64,38.55,30.15
047221013/01,0.36,14.61,20.85,14.61,15,homecare,address,68.86,51.14,37.06,25.52
047221013/02,0.94,14.17,20.23,14.17,15,homecare,address,67.84,42.56,36.86,25.01
047221014,0.34,14.21,21.37,14.21,15,homecare,address,67.92,59.51,48.47,32.92
047221015,0.28,14.45,21.46,14.45,15,homecare,address,68.52,59.45,57.56,39.44
047221016,0.13,14.59,21.74,14.59,15,homecare,address,68.82,71.47,53.95,37.13
047221017,0.43,14.89,22.06,14.89,15,homecare,address,69.59,52.83,29.73,20.69
047221018,0.55,14.86,22.19,14.86,15,homecare,address,69.53,35.52,20.42,14.2
047221019,0.28,14.88,21.88,14.88,15,homecare,address,69.57,65.38,35.11,24.43
047221020,0.78,15.12,22.36,15.12,15,homecare,address,70.13,38.82,40.55,28.44
047222001,0.83,15.47,22.05,15.47,15,homecare,address,70.98,62.63,66.99,47.55
047222002/047222011,0.68,15.35,21.68,15.35,15,homecare,address,70.73,75.03,38.92,27.53
047222003,0.26,14.93,21.65,14.93,15,homecare,address,69.67,76.53,58.24,40.58
047222004,1.0,15.5,21.2,15.5,15,homecare,address,71.07,80.34,64.91,46.13
047222005,0.75,15.33,21.37,15.33,15,homecare,address,70.68,73.49,49.41,34.92
047222006/01,0.55,14.96,21.02,14.96,15,homecare,address,69.77,55.67,55.8,38.93
047222006/02,0.58,14.88,20.81,14.88,15,homecare,address,69.56,35.53,20.83,14.49
047222007,0.25,14.67,21.28,14.67,15,homecare,address,69.03,66.99,60.36,41.67
047222008,0.51,15.19,21.68,15.19,15,homecare,address,70.29,68.31,37.94,26.67
047222009,0.32,14.95,21.51,14.95,15,homecare,address,69.71,73.65,54.91,38.28
047222010,0.8,15.21,21.02,15.21,15,homecare,address,70.36,72.35,53.77,37.83
047222012,0.47,15.03,21.38,15.03,15,homecare,address,69.89,82.06,52.54,36.72
047223001/047223002,6.52,15.59,19.88,15.59,15,homecare,town,71.3,42.07,41.42,29.53
047224001/047224002,9.65,11.93,17.82,11.93,12,homecare,address,61.72,32.81,24.42,15.07
047224003,7.74,13.79,15.79,13.79,12,homecare,address,66.8,47.55,40.96,27.36
047224004,7.62,13.91,15.63,13.91,12,homecare,address,67.15,35.68,19.31,12.97
